"person_id","income_year2000","income_year2001","income_year2002","income_year2003","income_year2004","income_year2005","income_year2006","income_year2007","income_year2008","income_year2009","income_year2010","gender","occupation_busdriver","occupation_cashier","occupation_nurse"
"487","37.72","37.45","37.2","39.27","41.08","41.25","42.99","45.64","46.65","49.06","50.29","Female","0","0","1"
"488","14.15","15.63","16.28","18.12","18.55","20.51","19.74","20.29","23.11","23.3","26.01","Female","0","1","0"
"489","22.53","24.51","25.53","27.31","28.41","29.07","30.27","32.3","33.31","32.82","34.09","Female","0","1","0"
"490","24.43","24.61","27.25","28.22","31.16","31.89","35.58","37.65","39.12","40.33","41.59","Female","0","0","1"
"491","30.38","31.87","31.73","31.36","33.07","32.49","33.09","34.22","35.3","34.65","35.61","Female","0","1","0"
"492","20.54","21.09","23.08","21.6","23.02","24.79","26.07","28.14","29.39","32.33","34.43","Female","0","1","0"
"493","13.3","14.66","14.68","14.81","16.64","17.73","18.33","19.58","21.3","22.63","22.92","Female","0","1","0"
"494","23.85","25.68","26.29","27.41","30.27","31.69","34.04","36.74","38.49","40.33","39.47","Female","0","0","1"
"495","30.52","30.59","32.74","34.86","37.17","39.26","41.29","42.45","46.22","47.92","48.78","Female","0","0","1"
"496","26.73","28.27","30.09","34.65","35.4","36.94","39.57","41.12","42.05","43.22","44.35","Female","1","0","0"
"497","41.14","40.02","41.87","44.37","45.57","46.95","48.98","49.47","50.97","51.48","51.68","Female","1","0","0"
"498","11.89","11.93","11.71","11.86","12.97","14.16","14.61","16.29","16.53","17.01","17.84","Female","0","1","0"
"499","26.27","27.35","28.29","28.56","28.58","29.79","31.91","32.93","33.72","35.49","36.43","Female","1","0","0"
"500","40.36","42.71","43.15","43.93","47.72","50.92","52.38","55.09","56.93","58.79","62.36","Female","0","0","1"
"501","28.69","30.07","30.56","30.26","32.46","33.11","33.79","34.93","36.39","36.18","36.27","Male","0","1","0"
"502","18.85","18.96","19.54","20.28","20.53","20.6","21.01","21.32","21.9","23.9","26.29","Male","1","0","0"
"503","34.52","36.76","38.69","40.61","40.28","44.4","46.61","49.15","48.85","51.2","51.83","Male","0","0","1"
"504","34.42","35.27","35.84","36.83","37.46","40.13","42.38","43.09","43.97","44.52","45.81","Male","0","1","0"
"505","40.18","40.8","43.1","44.65","46.21","47.08","47.71","49.91","51.08","54.26","55.76","Male","0","0","1"
"506","35.79","38.67","39.34","41.7","41.85","43.5","45.51","46.01","46.73","48.99","51.69","Male","0","1","0"
"507","34.83","37.21","38.54","40.77","43.45","45.75","48.11","50","51.5","53.11","56.98","Male","0","0","1"
"508","25.67","28.22","27.73","30.78","32.18","32.9","34.93","35.98","37.48","40.93","42.16","Male","0","1","0"
"509","18.41","20.28","21.85","21.95","21.31","23.3","25.33","28.46","29.86","29.55","30.77","Male","1","0","0"
"510","25.04","26.59","26.65","28.98","30.57","31.25","33.91","35.24","37.83","40.13","41.95","Male","0","1","0"
"511","33.02","32.98","33.38","34.66","35.63","37.59","38.87","41.56","43.07","44.01","46.02","Male","1","0","0"
"512","33.62","35.93","36.19","38.56","40.56","43.43","43.93","45.78","47.14","48.13","51.21","Male","0","0","1"
"513","17.49","17.84","18.13","18.63","20.12","21.17","22.79","25.37","24.84","25.16","24.91","Male","0","1","0"
"514","24.39","25.93","28.02","29.52","28.88","29.65","31.32","32.84","34.24","35.68","35.51","Male","0","1","0"
"515","38.29","38.44","40.22","41.82","42.67","45.38","49.32","51.18","54.38","55.9","57.83","Male","0","0","1"
"516","32.39","33.81","34.4","35.01","35.58","37.43","37.3","38.14","39.68","41.71","43.57","Male","1","0","0"
"517","29.24","31.32","33.69","34.85","36.14","39.6","42.34","43.94","45.93","48.79","52.65","Male","0","0","1"
"518","24.76","25","27.55","27.71","28.94","29.3","30.43","32.69","32.78","34.63","34.26","Male","0","1","0"
"519","21.84","21.37","23.44","26.67","27.75","29.42","30.56","31.3","32.18","34.29","35.52","Male","0","1","0"
"520","33.38","35.56","37.85","40.61","43.18","45.71","47.79","50.31","52","54.76","55.91","Male","0","0","1"
"521","38.2","38.78","41.71","43.91","47.04","49.34","51.26","52.52","54.72","57.07","57.87","Male","0","0","1"
"522","28.08","29.62","31.82","33.95","34.01","36.63","38.76","43.12","45.79","46.56","48.89","Male","0","0","1"
"523","20.62","20.4","21.38","22.23","22.1","21.94","22.8","25.24","24.41","25.49","24.85","Male","0","1","0"
"524","24.93","25.38","27.62","29.19","31.05","31.93","32.3","33.45","34.39","36.8","37.26","Male","0","1","0"
"525","25.78","26.07","26.37","26.87","31","33.48","35.35","37.68","40.02","42.62","43.72","Male","0","0","1"
"526","22.48","25.28","26.25","27.8","29.86","31.75","31.03","32.66","33.33","34.07","34.6","Male","0","1","0"
"527","32.35","32.25","34.14","38.22","40.27","41.42","44.63","45.68","47.95","47.97","51.31","Male","0","0","1"
"528","22.49","24.5","26.77","27.61","28.18","30.24","32.8","34.62","36.45","40.61","39.4","Male","0","1","0"
"529","29.61","31.26","33.08","34.24","36.07","38.51","38.83","40.03","42.78","43.53","46.14","Male","0","1","0"
"530","36.57","39.03","40.26","42.17","42.32","42.48","42.6","44.74","46.21","48.35","51.25","Male","0","1","0"
"531","32.18","34.56","34.26","35.47","36.34","37.84","38.83","41.82","41.93","42.52","44.29","Male","0","1","0"
"532","35.01","36.43","37.02","37.81","39.83","42.3","41.45","44.47","47.4","48.97","50.24","Male","0","0","1"
"533","25.51","26.45","27.27","28.88","29.18","29.87","32.09","34.93","36.89","38.52","39.78","Male","0","1","0"
"534","32.24","32.57","35.24","37.78","40.18","40.41","41.43","42.23","44.65","46.71","47.94","Male","0","1","0"
"535","23.32","24.96","26.89","27.62","28","27.36","28.77","28.51","29.72","31.67","35.23","Male","0","1","0"
"536","24.21","22.69","22.84","24.21","25.44","26.84","29.42","31.79","33.33","33.61","34.75","Male","0","1","0"
"537","33.13","35.77","38.45","38.15","38.8","40.67","42.33","44.12","48.09","48.31","51.76","Male","0","0","1"
"538","25.49","25.13","27.83","28.22","29.62","31.15","32.06","30.84","31.15","32.12","34.37","Male","1","0","0"
"539","53.67","55.35","56.39","58.99","60.03","63.15","65.75","67.51","69.27","71.49","73.18","Male","0","0","1"
"540","20.04","21.95","23.4","25.43","25.95","27.88","29.27","30.14","30.63","31.88","33.75","Male","0","0","1"
"541","31.97","32.08","34.41","36.42","37.65","39.27","41.3","43.76","45.15","46.74","47.44","Male","0","0","1"
"542","28.11","31.06","32.38","33.37","34.09","35.19","36.92","39.45","41.03","43.04","46.61","Male","0","0","1"
"543","24.29","25.37","26.98","28.03","28.85","29.34","30.37","30.9","32.37","31.82","33.25","Male","1","0","0"
"544","33.75","35.41","36.8","38.38","38.73","40.47","41.35","43.14","44.41","46.45","49.82","Male","0","0","1"
"545","37.05","37.04","40.05","40.17","42.19","44.59","45.75","48.5","51.02","54.53","56.2","Male","0","0","1"
"546","28.37","28.54","30.1","31.18","30.98","32.55","32.91","35.74","35.21","36.62","38.23","Male","0","1","0"
"547","19.17","20.3","21.99","22.93","26.48","26.67","29.06","30.5","29.35","31.12","33.84","Male","0","1","0"
"548","24.48","26.03","25.52","26.68","28.44","29.38","30.1","31.5","33.3","35.11","37.14","Male","0","1","0"
"549","22","24.55","26.91","28.24","28.12","29.82","31.53","31.61","35.61","36.24","37.7","Male","0","1","0"
"550","36.53","38.64","40.13","42.18","43.79","45.28","47.73","49.73","51.08","54.85","56.16","Male","1","0","0"
"551","42.32","43.6","45.16","45.79","47.81","49.39","50.63","52.48","54.94","54.87","57.11","Male","0","0","1"
"552","21.69","24.23","25.24","25.74","27.33","28.78","29.83","31.8","32.38","35.25","36.19","Male","0","1","0"
"553","36.36","37.55","40.71","41.42","42.99","44.37","44.86","46.57","48.4","50.98","52.77","Male","0","0","1"
"554","16.4","17","18.88","20.34","23.16","26.04","27.12","28.13","29.87","31.64","31.78","Male","0","1","0"
"555","28.01","28.5","29.77","32.7","33.73","35.19","38.15","38.85","42.01","42.93","43.44","Male","0","1","0"
"556","25.81","28.61","30.65","31.96","34.35","36.3","38.57","39.77","40.21","40.11","39.53","Male","0","1","0"
"557","28.24","29.54","29.17","29.93","32.8","33.32","33.99","37.06","39","39.58","40.91","Male","0","1","0"
"558","32.38","34.22","35.94","37.59","39.11","42.69","43.41","46.14","47.59","49.35","51.15","Male","0","0","1"
"559","28.93","30.83","34.43","34.98","35.47","38.85","41.37","45.16","47.36","50.28","53.28","Male","0","0","1"
"560","35.21","36.24","37.66","39.85","41.08","42.3","44.47","45.76","47.13","48.09","49.67","Male","0","0","1"
"561","17.88","20.31","20.69","22.09","23.1","23.74","24.8","25.35","27.21","26.71","28.07","Male","0","1","0"
"562","24.55","24.93","27.22","27.34","27.84","29.61","30.96","31.87","31.92","32.36","33.9","Male","0","1","0"
"563","28.39","29.13","30.04","32.25","34.5","37.28","39.13","39.98","41.52","45.33","45.85","Male","0","1","0"
"564","19.35","21.07","23.93","25.49","28.27","29.83","31.06","30.96","32.97","34.21","34.39","Male","0","1","0"
"565","27.46","29.9","30.72","33.04","34.73","37.05","37.9","40.09","41.73","42.33","43.77","Male","0","1","0"
"566","30.01","30.06","30.71","32.95","34.3","34.51","34.46","33.53","35.66","36.95","37.82","Male","1","0","0"
"567","36","37.38","39.18","40.93","44.46","47.9","48.61","48.03","48.57","50.21","51.88","Male","0","0","1"
"568","21.14","22.97","23.81","24.84","24.88","26.83","26.87","28.14","29.8","32.99","34.23","Male","0","1","0"
"569","32.3","32.37","36.03","37.36","38.27","42.21","44.68","48.14","50.14","52.62","55.82","Male","0","0","1"
"570","26.33","28.19","29.4","30.11","29.85","31.01","32.69","34.21","35.63","36.4","36.93","Male","0","1","0"
"571","25.59","26.56","25.61","25.48","27.37","26.91","28.83","29.29","31.2","33.17","34.8","Male","0","1","0"
"572","30.53","32.06","32.44","32.46","33.21","34.68","34.99","36.73","36.02","36.89","38.15","Male","1","0","0"
"573","20.48","20.82","23.04","24.58","26.9","29.84","30.63","31.76","31.6","32.39","34.14","Male","0","1","0"
"574","35.62","37.22","39.69","42.25","43.06","45.4","46.46","48.32","51.12","54.62","56.58","Male","0","0","1"
"575","17.37","19.77","23.6","25.35","26.07","28.54","31.97","34.27","35.38","36.57","39.07","Male","0","1","0"
"576","34.66","35.83","37.85","40.11","39.84","41.51","45.02","47.96","51.54","56.07","58.56","Male","0","0","1"
"577","31.13","30.68","32.79","33.36","34.79","36.34","38.25","39.44","40.42","42.75","44.28","Male","0","1","0"
"578","33.88","35.36","38.68","40.23","41.85","42.25","44.69","46.02","47.45","48.82","52.47","Male","0","0","1"
"579","36.67","35.88","36.21","37.81","38.85","39.36","37.63","38.22","39.08","41.04","41.75","Male","1","0","0"
"580","23.9","25.12","25.5","28.62","29.85","31.5","32.68","32.19","33.32","35.41","37.27","Male","0","1","0"
"581","21.01","23.12","24.05","25.12","25.99","26.49","27.53","28.35","29.76","30.68","32.22","Male","0","1","0"
"582","19.13","20.06","22.86","25.59","26.93","26.41","28.99","28.81","31","32.97","33.73","Male","0","1","0"
"583","20.99","22.67","25.63","27.93","29.05","32.55","34.06","35.2","36.7","38.33","39.13","Male","0","1","0"
"584","27.17","29.7","31.29","34.58","35.97","37.55","40.51","42.57","46","47.05","49.16","Male","0","0","1"
"585","31.49","33.04","34.3","34.42","37.56","40.17","42.56","42.96","45.3","47.15","46.64","Male","0","0","1"
"586","33.38","33.57","35.23","37.22","37.96","40.01","40.79","42.29","43.66","46.54","49.29","Male","0","1","0"
"587","41.98","43.2","45.38","47.38","47.67","51.45","54.37","55.9","56.74","58.74","61.19","Male","0","0","1"
"588","34.57","35.71","37.76","37.77","40.09","42.56","42.92","44.12","46.55","47.61","50.24","Male","0","0","1"
"589","36.71","39.18","42.01","42.96","46.6","47.24","49.12","50.81","52.78","55.7","57.38","Male","0","0","1"
"590","25.5","25.05","27.28","29.57","32.51","33.42","30.92","30.46","32.1","31.21","31.69","Male","0","1","0"
"591","24.55","26.37","26.7","26.68","28.34","30.84","31.82","31.79","33.69","36.64","37.96","Male","0","1","0"
"592","22.4","22.2","21.8","25.61","26.1","27.83","28.76","28.57","29.89","30.2","32.55","Male","0","1","0"
"593","26.85","28.5","30.46","31","30.32","31.23","31.61","32.2","32.96","33.83","33.99","Male","0","1","0"
"594","44.5","45.78","48.33","50.14","51.14","53.24","56.2","57.02","60.44","62.41","64.31","Male","0","0","1"
"595","28.45","28.75","29.58","31.4","31.97","34.17","34.54","36.45","38.26","38.51","39.61","Male","0","1","0"
"596","29.95","32.08","32.48","34.21","35.71","36.24","39.41","41.37","42.39","42.94","44.93","Male","0","0","1"
"597","33.62","33.68","33.83","34.28","34.32","36.22","36.2","36.35","38.57","39.56","41.1","Male","1","0","0"
"598","36.2","38.4","41.38","42.24","44.42","46.42","48.6","49.11","49.33","51.75","55.63","Male","0","0","1"
"599","19.59","19.19","19.81","19.25","20.58","20.95","22.41","22.85","22.75","23.77","24.94","Male","0","1","0"
"600","26.24","26.58","29.47","31.87","31.87","33.2","32.68","31.98","32.9","32.97","34.73","Male","0","1","0"
"601","35.69","35.62","38.43","41.99","43","44.8","45.66","46.79","47.5","50.63","53.6","Male","0","0","1"
"602","19.2","20.09","20.09","21.36","22.31","25.12","26.87","27.11","28.73","29.1","29.66","Male","0","1","0"
"603","33.61","36.32","38.44","40.42","41.05","42.99","45.97","47.73","49.3","51.91","53.87","Male","0","0","1"
"604","36.44","36.46","37.93","39.33","38.98","38.65","40.16","41.16","42.34","42.17","42.89","Male","1","0","0"
"605","37.2","39.62","40.96","43.61","43.73","45.75","47","49.75","51.56","52.69","54.14","Male","0","0","1"
"606","24.67","24.72","25.62","27.42","28.34","29.2","30.28","31.31","33.65","35.42","36.66","Male","0","1","0"
"607","10.06","12.31","13.68","13.5","15.44","19.32","22.66","25.05","27.06","28.3","31.72","Male","0","1","0"
"608","30.09","31.15","33.03","35.33","36.15","38.66","39.32","41.04","42.56","46.69","48.99","Male","0","0","1"
"609","33.43","35.03","38.22","39.42","41.53","42.56","45.46","47.49","47.19","47.46","48.67","Male","1","0","0"
"610","27.23","28.72","31.54","31.51","31.95","31.93","32.41","33.86","37.56","38.33","40.64","Male","0","1","0"
"611","21.64","22.51","24.43","27.47","31.56","33.14","35.83","37.51","39.01","41.39","44.09","Male","0","0","1"
"612","29.73","31.26","34.19","36.07","37.53","37","37.92","38.75","39.75","39.92","42.7","Male","0","0","1"
"613","34.73","37.23","38.16","38.6","39.48","41.87","42.3","42.47","44.22","47.22","49.15","Male","0","0","1"
"614","43.18","43.43","44.38","45.45","48.51","48.83","48.99","52.56","53.5","54.2","55.92","Male","1","0","0"
"615","22.8","23.26","24.72","25.83","27.21","28.33","30.02","33.66","35.17","34.86","36.06","Male","0","1","0"
"616","29.91","30.84","32.98","33.91","34.53","35.36","36.77","36.95","38.41","41.37","42.15","Male","1","0","0"
"617","21.55","23.39","25.12","26.79","26.81","28.16","29.62","31.48","32.98","34.76","37.41","Male","0","1","0"
"618","27.04","29.79","28.46","28.65","31.02","30.73","32.59","34.02","36.93","36.08","36.64","Male","1","0","0"
"619","26.21","28.94","31.26","32.21","34.63","34.34","36.84","36.8","38.8","41.36","40.91","Male","1","0","0"
"620","35.24","36.64","37.89","41.83","44.41","46.41","46.6","49.41","51.05","52.5","55.48","Male","0","0","1"
"621","23.2","24.46","26.44","27.25","26.7","29.48","31","31.64","33.31","34.98","36.67","Male","0","1","0"
"622","28.68","28.84","31.27","30.67","31.6","32.44","33.94","34.67","33.57","35.44","37.59","Male","0","1","0"
"623","22.92","23.27","23.89","26.75","28.64","30.43","33.91","34.19","36.86","38.54","38.61","Male","0","1","0"
"624","25.68","26.9","29.89","31.47","32.46","33.32","33.98","32.76","33.86","35.65","36.9","Male","0","1","0"
"625","33.77","35.39","37.37","37.22","39.76","40.59","41.48","43.01","45.59","47.75","50.68","Male","0","0","1"
"626","28.94","29.06","29.12","30.99","30.8","32.19","32.98","32.54","32.27","32.23","34.88","Male","1","0","0"
"627","27.66","30.3","31.71","31.38","33.89","34.9","38.18","37.51","39.4","40.38","42.43","Male","0","1","0"
"628","17.21","19.44","20.75","23.04","24.78","27.59","29.86","31.32","31.43","32.23","34.22","Male","0","1","0"
"629","22.96","23.77","25.7","27.29","29.35","30.02","31.45","31.81","31.33","32.96","34.37","Male","0","1","0"
"630","32.16","32.74","33.7","34.31","34.82","35.27","36.66","38.42","40.71","40.32","40.56","Male","1","0","0"
"631","16.76","17.59","19.62","22.11","24.08","25.65","26.42","28.26","30.1","33.05","35.35","Male","0","1","0"
"632","18.43","17.76","19.35","20.63","22.49","22.8","24.48","26.25","27.5","27.95","29.13","Male","0","1","0"
"633","38.12","40.16","41.43","43.01","45.76","47.17","46.79","48.61","50.33","51.31","50.92","Male","0","0","1"
"634","32.46","36.58","37.33","37.12","40.25","43.43","44.08","46.28","48.01","48.97","48.35","Male","0","1","0"
"635","25.18","25.26","27.85","29.14","31.26","32.77","34.75","36","37.01","38.71","39.13","Male","0","1","0"
"636","47.4","50.11","52.67","54.26","56.63","59.24","61.97","67.31","70.72","71.6","74.28","Male","0","0","1"
"637","39.33","42.69","42.86","45.37","45.58","47.33","49.83","52.39","54.43","56.8","59.86","Male","0","0","1"
"638","15.97","15.58","15.37","15.9","16.75","17.01","18.51","20.83","21.66","21.88","23.76","Male","0","1","0"
"639","37.13","38.95","40.25","42.58","45.56","49.57","51.72","53.76","55.96","57.99","60.29","Male","0","0","1"
"640","22.49","23.92","26.33","28.26","30.84","32.56","32.74","35.09","37.46","38.71","40.34","Male","0","1","0"
"641","30.67","33.87","34.99","36.1","36.83","39.38","40.78","41.83","43.46","44.94","48.44","Male","0","0","1"
"642","26.1","28.99","30.21","31.83","31.57","32.87","35.09","35.34","38.35","40.18","41.87","Male","0","1","0"
"643","23.84","26.03","29.45","29.38","30.4","31.69","33.68","35.25","36.55","37.61","39.44","Male","0","1","0"
"644","20.86","22.09","22.1","24.35","23.49","21.84","22.47","23.53","25.32","25.42","27.76","Male","0","1","0"
"645","23.89","25.06","28.51","29.5","29.58","30.06","30.58","33.44","33.72","35.33","36.58","Male","1","0","0"
"646","36.17","37.68","38.02","37.62","38.29","38.46","41.32","45.61","48.2","48.59","52.08","Male","0","0","1"
"647","32.37","33.29","33.55","36.11","38.32","40.83","42.56","43.87","44.89","47.69","48.77","Male","0","1","0"
"648","27.99","29.47","30.48","31.48","33.79","36.23","36.94","37.9","38.5","39.87","41.16","Male","1","0","0"
"649","27.45","29.72","31.13","34.45","34.33","34.33","34.43","35.8","36.23","35.42","35.43","Male","1","0","0"
"650","33.45","34.39","35.78","37.07","38.69","39.4","41.85","44.61","44.69","48.01","50.1","Male","0","0","1"
"651","22.1","24.65","26.33","28.66","30.96","30.38","32.99","35.69","37.2","36.19","37.24","Male","0","1","0"
"652","23.67","24.8","25.91","27.55","28.52","29.06","30.14","30.3","33.09","34.22","36.46","Male","0","1","0"
"653","32.4","32.41","32.46","34.51","36.68","38.44","40.52","43.87","47.05","47.18","48.25","Male","0","1","0"
"654","23.5","25.48","27.36","28.56","29.75","32.13","32.25","32.76","34.72","35.32","37.35","Male","0","1","0"
"655","36.67","39.28","39.83","41.52","43.27","42.75","43.97","43.37","44.19","45.03","45.25","Male","1","0","0"
"656","30.72","31.94","33.52","35.31","36.53","35.81","35.83","35.71","36.18","37.97","38.64","Male","1","0","0"
"657","28.55","29.72","32.06","32.61","34.55","33.69","35.2","37.11","36.29","37.59","38.11","Male","0","1","0"
"658","16.86","17.29","20.38","22.68","23.66","24.14","24.14","24.74","26.54","27.26","30.59","Male","0","1","0"
"659","36.9","37.56","38.95","41.02","41.96","45.34","47.46","50.35","52.54","53.74","57.11","Male","0","0","1"
"660","30.27","31.16","32.88","33.43","34.31","35.93","36.81","37.63","39.15","40.15","39.69","Male","0","1","0"
"661","34.45","36.85","37.73","39.79","43.06","44.96","47.47","49.73","53.84","56.03","60.24","Male","0","0","1"
"662","26.81","26.7","27.8","29.8","30.86","32.04","32.94","34.26","35.58","38.18","39.78","Male","0","1","0"
"663","28.84","29.99","31.2","31.51","32.9","35.13","38.66","40.17","41.5","42.82","45.19","Male","0","0","1"
"664","36.02","39.37","40.94","41.48","43.12","45.82","47.7","50.26","54.96","57.3","59.56","Male","0","0","1"
"665","30.21","33.13","34.16","36.42","37.43","39.18","42.1","43.9","47.23","49.49","50.73","Male","0","0","1"
"666","38.51","40.95","42.4","44.93","48.13","50.94","54.17","55.65","56.06","58.81","61.9","Male","0","0","1"
"667","43.21","45.37","48.91","51.53","53.72","54.78","55.24","56.69","58.89","62.27","66.5","Male","0","0","1"
"668","36.18","37.94","38.44","39.07","41.72","44.66","47.57","49.27","50.5","52.69","55.63","Male","0","0","1"
"669","22.82","23.97","27.11","29.99","30.91","32.63","35.15","35.25","37.88","38.86","41.77","Male","0","1","0"
"670","31.56","32.76","34.49","35.16","37.54","39.39","41.36","40.65","42.61","43.75","44.98","Male","0","1","0"
"671","20.88","23.57","21.65","20.74","21.36","22.94","23.09","21.47","21.43","22.88","25.23","Male","0","1","0"
"672","32.12","32.44","33.43","36.46","36.97","37.21","38.56","39.68","41.05","42.7","45.11","Male","0","0","1"
"673","31.01","33.08","33.06","33.39","35.57","36.65","37.05","38.75","38.51","40.01","41.43","Male","1","0","0"
"674","30.15","32.08","32.22","34.58","35.55","35.45","36.11","37.35","37.75","39.35","41.5","Male","0","1","0"
"675","39.34","41.05","43.58","44.59","44.25","43.97","46.72","47.37","46.17","47.27","49.33","Male","1","0","0"
"676","28.41","28.84","32.46","32.58","33.71","34.87","37.87","39.72","42.04","41.95","42.58","Male","0","1","0"
"677","27.16","27.72","30.11","31.94","33.23","34.15","36.86","39.36","43.23","43.6","45.15","Male","0","1","0"
"678","21.28","21.44","22.38","22.94","23.6","25.35","26.41","27.91","28.18","29.85","30.87","Male","0","1","0"
"679","38.62","41.81","42.69","44.1","47.89","49.78","52.41","53.64","57.54","62.92","64.48","Male","0","0","1"
"680","21.69","24.34","26.86","25.8","28.14","30.83","33.34","35.12","36.41","38.24","39.81","Male","0","1","0"
"681","43.8","45.22","46.51","47.67","48.39","50.51","53.47","54.61","56.15","55.81","59.07","Male","0","0","1"
"682","26.86","27.57","28.76","30.48","30.04","29.94","29.99","31.12","31.13","31.32","33.2","Male","1","0","0"
"683","27.14","29.41","30.86","32.76","35.57","36.78","36.49","38.21","41.85","45.17","47.86","Male","0","0","1"
"684","37.23","38.65","38.5","39.37","42.18","43.19","43.27","44.07","46.15","49.11","49.71","Male","0","0","1"
"685","23.24","24.54","25.43","26.37","28.54","30.18","31.13","32.11","34.75","35.83","37.42","Male","0","1","0"
"686","23.61","25.21","26.68","26.17","26.79","27.86","29.15","29.67","30.77","33.06","33.85","Male","1","0","0"
"687","22.37","24.56","26.8","28.31","29.83","29.99","32.59","33.51","34.36","35.78","35.75","Male","0","1","0"
"688","38.44","41.53","42.8","45.26","47.05","49.09","53.08","56.37","59.67","61.41","62.15","Male","0","0","1"
"689","18.83","20.09","21.66","22.43","23.69","23.76","22.6","21.71","21.47","21.87","23.52","Male","1","0","0"
"690","25.28","26.16","27.15","27.05","28.51","28.47","30.12","29.37","31.07","31.01","34.27","Male","0","1","0"
"691","34.25","36.08","39.23","40.48","43.01","45.01","47.59","50.53","54.01","56.81","57.28","Male","0","0","1"
"692","25.7","26.89","28.05","30.26","30.92","32.05","34.53","36.26","37.3","37.34","37.6","Male","0","1","0"
"693","19.27","19.98","20.2","20.19","20.35","23.62","25.34","26.82","26.89","29.39","29.25","Male","0","1","0"
"694","30.19","33.22","35.95","37.59","38.79","40.41","43.91","44.64","44.96","47.93","48.8","Male","0","1","0"
"695","45.02","48.83","50.38","52.34","54.89","56.34","56.78","59.7","61.71","65.21","68.03","Male","0","0","1"
"696","33.86","37.98","39.77","41.42","44.88","47.38","49.17","51.32","53.4","55.62","57.39","Male","0","0","1"
"697","34.12","36.09","36.25","38.15","40.8","41.35","43.03","44.55","44.48","46.66","49.04","Male","1","0","0"
"698","26.44","29.71","31.21","32.62","34.68","36.57","38.39","41.11","41.02","42.48","43.87","Male","0","1","0"
"699","32.18","33.77","34.56","34.3","36.58","37.19","38.45","40.09","41.22","43.46","45.16","Male","0","0","1"
"700","29.89","32.69","33.32","36.74","38.54","39.19","41.3","42.35","44.69","48.32","49.74","Male","0","0","1"
"701","34.33","35.77","37.35","39.59","39.85","42.19","44.23","46.58","46.61","48.73","50.76","Male","0","1","0"
"702","26.76","28.02","29.09","30.31","33.93","33.99","34.01","35.33","37.22","40.23","40.89","Male","0","1","0"
"703","30.59","32.84","34.26","35.85","37.59","38.68","39.63","42.21","43.47","44.03","45.19","Male","0","0","1"
"704","23.93","24.21","26.46","26.8","29.03","31.61","33.09","31.09","31.42","32.09","35.36","Male","0","1","0"
"705","33.38","35.07","35.76","36.91","39.1","40.64","41.53","44.43","45.94","47.36","47.88","Male","0","1","0"
"706","43.3","44.59","45.22","47.4","49.2","52.44","53.74","56.22","58.8","62.27","64.01","Male","0","0","1"
"707","31.92","31.95","33.19","35.35","35.26","35.89","38.73","40.81","42.78","43.04","45.5","Male","0","1","0"
"708","36.23","40","43.38","44.49","45.51","47.09","48.71","53.44","54.39","58","60.68","Male","0","0","1"
"709","29.5","32.06","32.4","32.8","34.2","35.49","36.43","40.46","41.84","42.39","43.25","Male","0","1","0"
"710","34.94","38.5","40.13","42.43","43.95","45.41","47.67","47.98","50.28","51.15","52.76","Male","0","0","1"
"711","26.11","26.35","26.73","28.59","30.68","32.23","32.5","34.09","36.47","35.17","37.02","Male","0","1","0"
"712","18.22","18.81","19.77","19.49","20.4","20.88","22.42","24.92","24.84","24.99","26.84","Male","0","1","0"
"713","31.22","33.84","36.38","36.17","37.77","40.7","40.3","42.03","43.79","46.26","49.55","Male","0","0","1"
"714","41.58","41.77","43.65","46.27","46.83","48.56","48.79","49.73","52.41","54.76","56.97","Male","0","0","1"
"715","37.75","40.55","43.54","45.27","46.22","48.71","50.52","52.34","53.73","54.38","58.48","Male","0","0","1"
"716","28.71","29.99","32.11","33.33","35.4","35.46","37.85","38.62","38.86","42.5","45.44","Male","0","0","1"
"717","31.3","31.63","32.96","33.7","34.76","35.61","37.73","39.51","40.3","42.71","44.56","Male","0","1","0"
"718","18.88","22.18","23.79","27.52","27.48","30.32","30.67","32.23","33.18","35.69","36.56","Male","0","1","0"
"719","28.53","30.32","33.83","33.39","34.68","34.58","36.39","38.61","37.63","38.36","40.77","Male","1","0","0"
"720","27.8","28.79","28.74","29.43","29.96","29.38","31.28","31.37","33.09","33.47","32.96","Male","0","1","0"
"721","41.3","43.37","47.49","48.56","50.76","53.24","54.95","57.8","60.82","63.18","65.41","Male","0","0","1"
"722","36.94","37.7","38.34","38.28","38.02","40.53","40.05","41.66","42.8","41.6","41.9","Male","0","1","0"
"723","28.57","29.15","28.79","30.27","30.82","32","32.69","32.56","34.83","35.74","35.48","Male","0","1","0"
"724","29.55","30.87","32.57","33.81","33.58","34.91","35.95","37.45","39.81","40.76","42.11","Male","1","0","0"
"725","31.55","33.87","35.8","36.75","39.44","41.02","42.31","43.31","45.33","46.89","48.91","Male","0","0","1"
"726","34.72","37.36","38.54","39.66","42.66","43.6","46.1","48.86","51.97","54.6","55.28","Male","0","0","1"
"727","31.13","33.91","36.78","36.2","36.28","35.64","34.62","36.18","38.64","39.87","40.65","Male","1","0","0"
"728","23.62","24.08","24.33","24.85","24.45","24.99","26.28","27.64","28.33","28.94","31.8","Male","1","0","0"
"729","25.36","26.75","28.45","29.28","30.43","29.94","28.75","28.57","29.29","31.37","33.79","Male","0","1","0"
"730","34.98","35.8","37.8","39","37.82","39.89","40.92","41.08","42.87","43.02","45.14","Male","1","0","0"
